,Id,Modified_Date,month,Country/Region,country_index,state_index,harvesine-lat-long,ConfirmedCases,Fatalities
40,41,2020-03-02,3,Afghanistan,0,0,0.6042419418615346,1,0
41,42,2020-03-03,3,Afghanistan,0,0,0.6042419418615346,1,0
42,43,2020-03-04,3,Afghanistan,0,0,0.6042419418615346,1,0
43,44,2020-03-05,3,Afghanistan,0,0,0.6042419418615346,1,0
44,45,2020-03-06,3,Afghanistan,0,0,0.6042419418615346,1,0
45,46,2020-03-07,3,Afghanistan,0,0,0.6042419418615346,1,0
46,47,2020-03-08,3,Afghanistan,0,0,0.6042419418615346,4,0
47,48,2020-03-09,3,Afghanistan,0,0,0.6042419418615346,4,0
48,49,2020-03-10,3,Afghanistan,0,0,0.6042419418615346,5,0
49,50,2020-03-11,3,Afghanistan,0,0,0.6042419418615346,7,0
50,51,2020-03-12,3,Afghanistan,0,0,0.6042419418615346,7,0
51,52,2020-03-13,3,Afghanistan,0,0,0.6042419418615346,7,0
52,53,2020-03-14,3,Afghanistan,0,0,0.6042419418615346,11,0
53,54,2020-03-15,3,Afghanistan,0,0,0.6042419418615346,16,0
54,55,2020-03-16,3,Afghanistan,0,0,0.6042419418615346,21,0
55,56,2020-03-17,3,Afghanistan,0,0,0.6042419418615346,22,0
56,57,2020-03-18,3,Afghanistan,0,0,0.6042419418615346,22,0
57,58,2020-03-19,3,Afghanistan,0,0,0.6042419418615346,22,0
58,59,2020-03-20,3,Afghanistan,0,0,0.6042419418615346,24,0
59,94,2020-01-22,1,Albania,1,1,0.3929276230787647,0,0
60,95,2020-01-23,1,Albania,1,1,0.3929276230787647,0,0
61,96,2020-01-24,1,Albania,1,1,0.3929276230787647,0,0
62,97,2020-01-25,1,Albania,1,1,0.3929276230787647,0,0
63,98,2020-01-26,1,Albania,1,1,0.3929276230787647,0,0
64,99,2020-01-27,1,Albania,1,1,0.3929276230787647,0,0
65,100,2020-01-28,1,Albania,1,1,0.3929276230787647,0,0
66,101,2020-01-29,1,Albania,1,1,0.3929276230787647,0,0
67,102,2020-01-30,1,Albania,1,1,0.3929276230787647,0,0
68,103,2020-01-31,1,Albania,1,1,0.3929276230787647,0,0
69,104,2020-02-01,2,Albania,1,1,0.3929276230787647,0,0
70,105,2020-02-02,2,Albania,1,1,0.3929276230787647,0,0
71,106,2020-02-03,2,Albania,1,1,0.3929276230787647,0,0
72,107,2020-02-04,2,Albania,1,1,0.3929276230787647,0,0
73,108,2020-02-05,2,Albania,1,1,0.3929276230787647,0,0
74,109,2020-02-06,2,Albania,1,1,0.3929276230787647,0,0
75,110,2020-02-07,2,Albania,1,1,0.3929276230787647,0,0
76,111,2020-02-08,2,Albania,1,1,0.3929276230787647,0,0
77,112,2020-02-09,2,Albania,1,1,0.3929276230787647,0,0
78,113,2020-02-10,2,Albania,1,1,0.3929276230787647,0,0
79,114,2020-02-11,2,Albania,1,1,0.3929276230787647,0,0
80,115,2020-02-12,2,Albania,1,1,0.3929276230787647,0,0
81,116,2020-02-13,2,Albania,1,1,0.3929276230787647,0,0
82,117,2020-02-14,2,Albania,1,1,0.3929276230787647,0,0
83,118,2020-02-15,2,Albania,1,1,0.3929276230787647,0,0
84,119,2020-02-16,2,Albania,1,1,0.3929276230787647,0,0
85,120,2020-02-17,2,Albania,1,1,0.3929276230787647,0,0
86,121,2020-02-18,2,Albania,1,1,0.3929276230787647,0,0
87,122,2020-02-19,2,Albania,1,1,0.3929276230787647,0,0
88,123,2020-02-20,2,Albania,1,1,0.3929276230787647,0,0
89,124,2020-02-21,2,Albania,1,1,0.3929276230787647,0,0
90,125,2020-02-22,2,Albania,1,1,0.3929276230787647,0,0
91,126,2020-02-23,2,Albania,1,1,0.3929276230787647,0,0
92,127,2020-02-24,2,Albania,1,1,0.3929276230787647,0,0
93,128,2020-02-25,2,Albania,1,1,0.3929276230787647,0,0
94,129,2020-02-26,2,Albania,1,1,0.3929276230787647,0,0
95,130,2020-02-27,2,Albania,1,1,0.3929276230787647,0,0
96,131,2020-02-28,2,Albania,1,1,0.3929276230787647,0,0
97,132,2020-02-29,2,Albania,1,1,0.3929276230787647,0,0
98,133,2020-03-01,3,Albania,1,1,0.3929276230787647,0,0
99,134,2020-03-02,3,Albania,1,1,0.3929276230787647,0,0
100,135,2020-03-03,3,Albania,1,1,0.3929276230787647,0,0
101,136,2020-03-04,3,Albania,1,1,0.3929276230787647,0,0
102,137,2020-03-05,3,Albania,1,1,0.3929276230787647,0,0
103,138,2020-03-06,3,Albania,1,1,0.3929276230787647,0,0
104,139,2020-03-07,3,Albania,1,1,0.3929276230787647,0,0
105,140,2020-03-08,3,Albania,1,1,0.3929276230787647,0,0
106,141,2020-03-09,3,Albania,1,1,0.3929276230787647,2,0
107,142,2020-03-10,3,Albania,1,1,0.3929276230787647,10,0
108,143,2020-03-11,3,Albania,1,1,0.3929276230787647,12,1
109,144,2020-03-12,3,Albania,1,1,0.3929276230787647,23,1
110,145,2020-03-13,3,Albania,1,1,0.3929276230787647,33,1
111,146,2020-03-14,3,Albania,1,1,0.3929276230787647,38,1
112,147,2020-03-15,3,Albania,1,1,0.3929276230787647,42,1
113,148,2020-03-16,3,Albania,1,1,0.3929276230787647,51,1
114,149,2020-03-17,3,Albania,1,1,0.3929276230787647,55,1
115,150,2020-03-18,3,Albania,1,1,0.3929276230787647,59,2
116,151,2020-03-19,3,Albania,1,1,0.3929276230787647,64,2
117,152,2020-03-20,3,Albania,1,1,0.3929276230787647,70,2
118,187,2020-01-22,1,Algeria,2,2,0.24503552973289897,0,0
119,188,2020-01-23,1,Algeria,2,2,0.24503552973289897,0,0
120,189,2020-01-24,1,Algeria,2,2,0.24503552973289897,0,0
121,190,2020-01-25,1,Algeria,2,2,0.24503552973289897,0,0
122,191,2020-01-26,1,Algeria,2,2,0.24503552973289897,0,0
123,192,2020-01-27,1,Algeria,2,2,0.24503552973289897,0,0
124,193,2020-01-28,1,Algeria,2,2,0.24503552973289897,0,0
125,194,2020-01-29,1,Algeria,2,2,0.24503552973289897,0,0
126,195,2020-01-30,1,Algeria,2,2,0.24503552973289897,0,0
127,196,2020-01-31,1,Algeria,2,2,0.24503552973289897,0,0
128,197,2020-02-01,2,Algeria,2,2,0.24503552973289897,0,0
129,198,2020-02-02,2,Algeria,2,2,0.24503552973289897,0,0
130,199,2020-02-03,2,Algeria,2,2,0.24503552973289897,0,0
131,200,2020-02-04,2,Algeria,2,2,0.24503552973289897,0,0
132,201,2020-02-05,2,Algeria,2,2,0.24503552973289897,0,0
133,202,2020-02-06,2,Algeria,2,2,0.24503552973289897,0,0
134,203,2020-02-07,2,Algeria,2,2,0.24503552973289897,0,0
135,204,2020-02-08,2,Algeria,2,2,0.24503552973289897,0,0
136,205,2020-02-09,2,Algeria,2,2,0.24503552973289897,0,0
137,206,2020-02-10,2,Algeria,2,2,0.24503552973289897,0,0
138,207,2020-02-11,2,Algeria,2,2,0.24503552973289897,0,0
139,208,2020-02-12,2,Algeria,2,2,0.24503552973289897,0,0
140,209,2020-02-13,2,Algeria,2,2,0.24503552973289897,0,0
141,210,2020-02-14,2,Algeria,2,2,0.24503552973289897,0,0
142,211,2020-02-15,2,Algeria,2,2,0.24503552973289897,0,0
143,212,2020-02-16,2,Algeria,2,2,0.24503552973289897,0,0
144,213,2020-02-17,2,Algeria,2,2,0.24503552973289897,0,0
145,214,2020-02-18,2,Algeria,2,2,0.24503552973289897,0,0
146,215,2020-02-19,2,Algeria,2,2,0.24503552973289897,0,0
147,216,2020-02-20,2,Algeria,2,2,0.24503552973289897,0,0
148,217,2020-02-21,2,Algeria,2,2,0.24503552973289897,0,0
149,218,2020-02-22,2,Algeria,2,2,0.24503552973289897,0,0
150,219,2020-02-23,2,Algeria,2,2,0.24503552973289897,0,0
151,220,2020-02-24,2,Algeria,2,2,0.24503552973289897,0,0
152,221,2020-02-25,2,Algeria,2,2,0.24503552973289897,1,0
153,222,2020-02-26,2,Algeria,2,2,0.24503552973289897,1,0
154,223,2020-02-27,2,Algeria,2,2,0.24503552973289897,1,0
155,224,2020-02-28,2,Algeria,2,2,0.24503552973289897,1,0
156,225,2020-02-29,2,Algeria,2,2,0.24503552973289897,1,0
157,226,2020-03-01,3,Algeria,2,2,0.24503552973289897,1,0
158,227,2020-03-02,3,Algeria,2,2,0.24503552973289897,3,0
159,228,2020-03-03,3,Algeria,2,2,0.24503552973289897,5,0
160,229,2020-03-04,3,Algeria,2,2,0.24503552973289897,12,0
161,230,2020-03-05,3,Algeria,2,2,0.24503552973289897,12,0
162,231,2020-03-06,3,Algeria,2,2,0.24503552973289897,17,0
163,232,2020-03-07,3,Algeria,2,2,0.24503552973289897,17,0
164,233,2020-03-08,3,Algeria,2,2,0.24503552973289897,19,0
165,234,2020-03-09,3,Algeria,2,2,0.24503552973289897,20,0
166,235,2020-03-10,3,Algeria,2,2,0.24503552973289897,20,0
167,236,2020-03-11,3,Algeria,2,2,0.24503552973289897,20,0
168,237,2020-03-12,3,Algeria,2,2,0.24503552973289897,24,1
169,238,2020-03-13,3,Algeria,2,2,0.24503552973289897,26,2
170,239,2020-03-14,3,Algeria,2,2,0.24503552973289897,37,3
171,240,2020-03-15,3,Algeria,2,2,0.24503552973289897,48,4
172,241,2020-03-16,3,Algeria,2,2,0.24503552973289897,54,4
173,242,2020-03-17,3,Algeria,2,2,0.24503552973289897,60,4
174,243,2020-03-18,3,Algeria,2,2,0.24503552973289897,74,7
175,244,2020-03-19,3,Algeria,2,2,0.24503552973289897,87,9
176,245,2020-03-20,3,Algeria,2,2,0.24503552973289897,90,11
295,466,2020-01-22,1,Argentina,3,3,0.6075861098250176,0,0
296,467,2020-01-23,1,Argentina,3,3,0.6075861098250176,0,0
297,468,2020-01-24,1,Argentina,3,3,0.6075861098250176,0,0
298,469,2020-01-25,1,Argentina,3,3,0.6075861098250176,0,0
299,470,2020-01-26,1,Argentina,3,3,0.6075861098250176,0,0
300,471,2020-01-27,1,Argentina,3,3,0.6075861098250176,0,0
301,472,2020-01-28,1,Argentina,3,3,0.6075861098250176,0,0
302,473,2020-01-29,1,Argentina,3,3,0.6075861098250176,0,0
303,474,2020-01-30,1,Argentina,3,3,0.6075861098250176,0,0
304,475,2020-01-31,1,Argentina,3,3,0.6075861098250176,0,0
305,476,2020-02-01,2,Argentina,3,3,0.6075861098250176,0,0
306,477,2020-02-02,2,Argentina,3,3,0.6075861098250176,0,0
307,478,2020-02-03,2,Argentina,3,3,0.6075861098250176,0,0
308,479,2020-02-04,2,Argentina,3,3,0.6075861098250176,0,0
309,480,2020-02-05,2,Argentina,3,3,0.6075861098250176,0,0
310,481,2020-02-06,2,Argentina,3,3,0.6075861098250176,0,0
311,482,2020-02-07,2,Argentina,3,3,0.6075861098250176,0,0
312,483,2020-02-08,2,Argentina,3,3,0.6075861098250176,0,0
313,484,2020-02-09,2,Argentina,3,3,0.6075861098250176,0,0
314,485,2020-02-10,2,Argentina,3,3,0.6075861098250176,0,0
315,486,2020-02-11,2,Argentina,3,3,0.6075861098250176,0,0
316,487,2020-02-12,2,Argentina,3,3,0.6075861098250176,0,0
317,488,2020-02-13,2,Argentina,3,3,0.6075861098250176,0,0
318,489,2020-02-14,2,Argentina,3,3,0.6075861098250176,0,0
319,490,2020-02-15,2,Argentina,3,3,0.6075861098250176,0,0
320,491,2020-02-16,2,Argentina,3,3,0.6075861098250176,0,0
321,492,2020-02-17,2,Argentina,3,3,0.6075861098250176,0,0
322,493,2020-02-18,2,Argentina,3,3,0.6075861098250176,0,0
323,494,2020-02-19,2,Argentina,3,3,0.6075861098250176,0,0
324,495,2020-02-20,2,Argentina,3,3,0.6075861098250176,0,0
325,496,2020-02-21,2,Argentina,3,3,0.6075861098250176,0,0
326,497,2020-02-22,2,Argentina,3,3,0.6075861098250176,0,0
327,498,2020-02-23,2,Argentina,3,3,0.6075861098250176,0,0
328,499,2020-02-24,2,Argentina,3,3,0.6075861098250176,0,0
329,500,2020-02-25,2,Argentina,3,3,0.6075861098250176,0,0
330,501,2020-02-26,2,Argentina,3,3,0.6075861098250176,0,0
331,502,2020-02-27,2,Argentina,3,3,0.6075861098250176,0,0
332,503,2020-02-28,2,Argentina,3,3,0.6075861098250176,0,0
333,504,2020-02-29,2,Argentina,3,3,0.6075861098250176,0,0
334,505,2020-03-01,3,Argentina,3,3,0.6075861098250176,0,0
335,506,2020-03-02,3,Argentina,3,3,0.6075861098250176,0,0
336,507,2020-03-03,3,Argentina,3,3,0.6075861098250176,1,0
337,508,2020-03-04,3,Argentina,3,3,0.6075861098250176,1,0
338,509,2020-03-05,3,Argentina,3,3,0.6075861098250176,1,0
339,510,2020-03-06,3,Argentina,3,3,0.6075861098250176,2,0
340,511,2020-03-07,3,Argentina,3,3,0.6075861098250176,8,0
341,512,2020-03-08,3,Argentina,3,3,0.6075861098250176,12,1
342,513,2020-03-09,3,Argentina,3,3,0.6075861098250176,12,1
343,514,2020-03-10,3,Argentina,3,3,0.6075861098250176,17,1
344,515,2020-03-11,3,Argentina,3,3,0.6075861098250176,19,1
345,516,2020-03-12,3,Argentina,3,3,0.6075861098250176,19,1
346,517,2020-03-13,3,Argentina,3,3,0.6075861098250176,31,2
347,518,2020-03-14,3,Argentina,3,3,0.6075861098250176,34,2
348,519,2020-03-15,3,Argentina,3,3,0.6075861098250176,45,2
349,520,2020-03-16,3,Argentina,3,3,0.6075861098250176,56,2
350,521,2020-03-17,3,Argentina,3,3,0.6075861098250176,68,2
351,522,2020-03-18,3,Argentina,3,3,0.6075861098250176,79,2
352,523,2020-03-19,3,Argentina,3,3,0.6075861098250176,97,3
353,524,2020-03-20,3,Argentina,3,3,0.6075861098250176,128,3
354,559,2020-01-22,1,Armenia,4,4,0.49972456322437975,0,0
355,560,2020-01-23,1,Armenia,4,4,0.49972456322437975,0,0
356,561,2020-01-24,1,Armenia,4,4,0.49972456322437975,0,0
357,562,2020-01-25,1,Armenia,4,4,0.49972456322437975,0,0
358,563,2020-01-26,1,Armenia,4,4,0.49972456322437975,0,0
359,564,2020-01-27,1,Armenia,4,4,0.49972456322437975,0,0
360,565,2020-01-28,1,Armenia,4,4,0.49972456322437975,0,0
361,566,2020-01-29,1,Armenia,4,4,0.49972456322437975,0,0
362,567,2020-01-30,1,Armenia,4,4,0.49972456322437975,0,0
363,568,2020-01-31,1,Armenia,4,4,0.49972456322437975,0,0
364,569,2020-02-01,2,Armenia,4,4,0.49972456322437975,0,0
365,570,2020-02-02,2,Armenia,4,4,0.49972456322437975,0,0
366,571,2020-02-03,2,Armenia,4,4,0.49972456322437975,0,0
367,572,2020-02-04,2,Armenia,4,4,0.49972456322437975,0,0
368,573,2020-02-05,2,Armenia,4,4,0.49972456322437975,0,0
369,574,2020-02-06,2,Armenia,4,4,0.49972456322437975,0,0
370,575,2020-02-07,2,Armenia,4,4,0.49972456322437975,0,0
371,576,2020-02-08,2,Armenia,4,4,0.49972456322437975,0,0
372,577,2020-02-09,2,Armenia,4,4,0.49972456322437975,0,0
373,578,2020-02-10,2,Armenia,4,4,0.49972456322437975,0,0
374,579,2020-02-11,2,Armenia,4,4,0.49972456322437975,0,0
375,580,2020-02-12,2,Armenia,4,4,0.49972456322437975,0,0
376,581,2020-02-13,2,Armenia,4,4,0.49972456322437975,0,0
377,582,2020-02-14,2,Armenia,4,4,0.49972456322437975,0,0
378,583,2020-02-15,2,Armenia,4,4,0.49972456322437975,0,0
379,584,2020-02-16,2,Armenia,4,4,0.49972456322437975,0,0
380,585,2020-02-17,2,Armenia,4,4,0.49972456322437975,0,0
381,586,2020-02-18,2,Armenia,4,4,0.49972456322437975,0,0
382,587,2020-02-19,2,Armenia,4,4,0.49972456322437975,0,0
383,588,2020-02-20,2,Armenia,4,4,0.49972456322437975,0,0
384,589,2020-02-21,2,Armenia,4,4,0.49972456322437975,0,0
385,590,2020-02-22,2,Armenia,4,4,0.49972456322437975,0,0
386,591,2020-02-23,2,Armenia,4,4,0.49972456322437975,0,0
387,592,2020-02-24,2,Armenia,4,4,0.49972456322437975,0,0
388,593,2020-02-25,2,Armenia,4,4,0.49972456322437975,0,0
389,594,2020-02-26,2,Armenia,4,4,0.49972456322437975,0,0
390,595,2020-02-27,2,Armenia,4,4,0.49972456322437975,0,0
391,596,2020-02-28,2,Armenia,4,4,0.49972456322437975,0,0
392,597,2020-02-29,2,Armenia,4,4,0.49972456322437975,0,0
393,598,2020-03-01,3,Armenia,4,4,0.49972456322437975,1,0
394,599,2020-03-02,3,Armenia,4,4,0.49972456322437975,1,0
395,600,2020-03-03,3,Armenia,4,4,0.49972456322437975,1,0
396,601,2020-03-04,3,Armenia,4,4,0.49972456322437975,1,0
397,602,2020-03-05,3,Armenia,4,4,0.49972456322437975,1,0
398,603,2020-03-06,3,Armenia,4,4,0.49972456322437975,1,0
399,604,2020-03-07,3,Armenia,4,4,0.49972456322437975,1,0
400,605,2020-03-08,3,Armenia,4,4,0.49972456322437975,1,0
401,606,2020-03-09,3,Armenia,4,4,0.49972456322437975,1,0
402,607,2020-03-10,3,Armenia,4,4,0.49972456322437975,1,0
403,608,2020-03-11,3,Armenia,4,4,0.49972456322437975,1,0
404,609,2020-03-12,3,Armenia,4,4,0.49972456322437975,4,0
405,610,2020-03-13,3,Armenia,4,4,0.49972456322437975,8,0
406,611,2020-03-14,3,Armenia,4,4,0.49972456322437975,18,0
407,612,2020-03-15,3,Armenia,4,4,0.49972456322437975,26,0
408,613,2020-03-16,3,Armenia,4,4,0.49972456322437975,52,0
409,614,2020-03-17,3,Armenia,4,4,0.49972456322437975,78,0
410,615,2020-03-18,3,Armenia,4,4,0.49972456322437975,84,0
411,616,2020-03-19,3,Armenia,4,4,0.49972456322437975,115,0
412,617,2020-03-20,3,Armenia,4,4,0.49972456322437975,136,0
472,745,2020-01-22,1,Australia,5,5,1.1718061586828645,0,0
473,746,2020-01-23,1,Australia,5,5,1.1718061586828645,0,0
474,747,2020-01-24,1,Australia,5,5,1.1718061586828645,0,0
475,748,2020-01-25,1,Australia,5,5,1.1718061586828645,0,0
476,749,2020-01-26,1,Australia,5,5,1.1718061586828645,0,0
477,750,2020-01-27,1,Australia,5,5,1.1718061586828645,0,0
478,751,2020-01-28,1,Australia,5,5,1.1718061586828645,0,0
479,752,2020-01-29,1,Australia,5,5,1.1718061586828645,0,0
480,753,2020-01-30,1,Australia,5,5,1.1718061586828645,0,0
481,754,2020-01-31,1,Australia,5,5,1.1718061586828645,0,0
482,755,2020-02-01,2,Australia,5,5,1.1718061586828645,0,0
483,756,2020-02-02,2,Australia,5,5,1.1718061586828645,0,0
484,757,2020-02-03,2,Australia,5,5,1.1718061586828645,0,0
485,758,2020-02-04,2,Australia,5,5,1.1718061586828645,0,0
486,759,2020-02-05,2,Australia,5,5,1.1718061586828645,0,0
487,760,2020-02-06,2,Australia,5,5,1.1718061586828645,0,0
488,761,2020-02-07,2,Australia,5,5,1.1718061586828645,0,0
489,762,2020-02-08,2,Australia,5,5,1.1718061586828645,0,0
490,763,2020-02-09,2,Australia,5,5,1.1718061586828645,0,0
491,764,2020-02-10,2,Australia,5,5,1.1718061586828645,0,0
492,765,2020-02-11,2,Australia,5,5,1.1718061586828645,0,0
493,766,2020-02-12,2,Australia,5,5,1.1718061586828645,0,0
494,767,2020-02-13,2,Australia,5,5,1.1718061586828645,0,0
495,768,2020-02-14,2,Australia,5,5,1.1718061586828645,0,0
496,769,2020-02-15,2,Australia,5,5,1.1718061586828645,0,0
497,770,2020-02-16,2,Australia,5,5,1.1718061586828645,0,0
498,771,2020-02-17,2,Australia,5,5,1.1718061586828645,0,0
499,772,2020-02-18,2,Australia,5,5,1.1718061586828645,0,0
500,773,2020-02-19,2,Australia,5,5,1.1718061586828645,0,0
501,774,2020-02-20,2,Australia,5,5,1.1718061586828645,0,0
502,775,2020-02-21,2,Australia,5,5,1.1718061586828645,0,0
503,776,2020-02-22,2,Australia,5,5,1.1718061586828645,0,0
504,777,2020-02-23,2,Australia,5,5,1.1718061586828645,0,0
505,778,2020-02-24,2,Australia,5,5,1.1718061586828645,0,0
506,779,2020-02-25,2,Australia,5,5,1.1718061586828645,0,0
507,780,2020-02-26,2,Australia,5,5,1.1718061586828645,0,0
508,781,2020-02-27,2,Australia,5,5,1.1718061586828645,0,0
509,782,2020-02-28,2,Australia,5,5,1.1718061586828645,0,0
510,783,2020-02-29,2,Australia,5,5,1.1718061586828645,0,0
511,784,2020-03-01,3,Australia,5,5,1.1718061586828645,0,0
512,785,2020-03-02,3,Australia,5,5,1.1718061586828645,0,0
513,786,2020-03-03,3,Australia,5,5,1.1718061586828645,0,0
514,787,2020-03-04,3,Australia,5,5,1.1718061586828645,0,0
515,788,2020-03-05,3,Australia,5,5,1.1718061586828645,0,0
516,789,2020-03-06,3,Australia,5,5,1.1718061586828645,0,0
517,790,2020-03-07,3,Australia,5,5,1.1718061586828645,0,0
518,791,2020-03-08,3,Australia,5,5,1.1718061586828645,0,0
519,792,2020-03-09,3,Australia,5,5,1.1718061586828645,0,0
520,793,2020-03-10,3,Australia,5,5,1.1718061586828645,0,0
521,794,2020-03-11,3,Australia,5,5,1.1718061586828645,0,0
522,795,2020-03-12,3,Australia,5,5,1.1718061586828645,0,0
523,796,2020-03-13,3,Australia,5,5,1.1718061586828645,1,0
524,797,2020-03-14,3,Australia,5,5,1.1718061586828645,1,0
525,798,2020-03-15,3,Australia,5,5,1.1718061586828645,1,0
526,799,2020-03-16,3,Australia,5,5,1.1718061586828645,2,0
527,800,2020-03-17,3,Australia,5,5,1.1718061586828645,2,0
528,801,2020-03-18,3,Australia,5,5,1.1718061586828645,3,0
529,802,2020-03-19,3,Australia,5,5,1.1718061586828645,4,0
530,803,2020-03-20,3,Australia,5,5,1.1718061586828645,6,0
531,838,2020-01-22,1,Australia,5,6,1.1202568620329423,0,0
532,839,2020-01-23,1,Australia,5,6,1.1202568620329423,0,0
533,840,2020-01-24,1,Australia,5,6,1.1202568620329423,0,0
534,841,2020-01-25,1,Australia,5,6,1.1202568620329423,0,0
535,842,2020-01-26,1,Australia,5,6,1.1202568620329423,0,0
536,843,2020-01-27,1,Australia,5,6,1.1202568620329423,0,0
537,844,2020-01-28,1,Australia,5,6,1.1202568620329423,0,0
538,845,2020-01-29,1,Australia,5,6,1.1202568620329423,0,0
539,846,2020-01-30,1,Australia,5,6,1.1202568620329423,0,0
540,847,2020-01-31,1,Australia,5,6,1.1202568620329423,0,0
541,848,2020-02-01,2,Australia,5,6,1.1202568620329423,0,0
542,849,2020-02-02,2,Australia,5,6,1.1202568620329423,0,0
543,850,2020-02-03,2,Australia,5,6,1.1202568620329423,0,0
544,851,2020-02-04,2,Australia,5,6,1.1202568620329423,0,0
545,852,2020-02-05,2,Australia,5,6,1.1202568620329423,0,0
546,853,2020-02-06,2,Australia,5,6,1.1202568620329423,0,0
547,854,2020-02-07,2,Australia,5,6,1.1202568620329423,0,0
548,855,2020-02-08,2,Australia,5,6,1.1202568620329423,0,0
549,856,2020-02-09,2,Australia,5,6,1.1202568620329423,0,0
550,857,2020-02-10,2,Australia,5,6,1.1202568620329423,0,0
551,858,2020-02-11,2,Australia,5,6,1.1202568620329423,0,0
552,859,2020-02-12,2,Australia,5,6,1.1202568620329423,0,0
553,860,2020-02-13,2,Australia,5,6,1.1202568620329423,0,0
554,861,2020-02-14,2,Australia,5,6,1.1202568620329423,0,0
555,862,2020-02-15,2,Australia,5,6,1.1202568620329423,0,0
556,863,2020-02-16,2,Australia,5,6,1.1202568620329423,0,0
557,864,2020-02-17,2,Australia,5,6,1.1202568620329423,0,0
558,865,2020-02-18,2,Australia,5,6,1.1202568620329423,0,0
559,866,2020-02-19,2,Australia,5,6,1.1202568620329423,0,0
560,867,2020-02-20,2,Australia,5,6,1.1202568620329423,0,0
561,868,2020-02-21,2,Australia,5,6,1.1202568620329423,4,0
562,869,2020-02-22,2,Australia,5,6,1.1202568620329423,7,0
563,870,2020-02-23,2,Australia,5,6,1.1202568620329423,7,0
564,871,2020-02-24,2,Australia,5,6,1.1202568620329423,7,0
565,872,2020-02-25,2,Australia,5,6,1.1202568620329423,7,0
566,873,2020-02-26,2,Australia,5,6,1.1202568620329423,7,0
567,874,2020-02-27,2,Australia,5,6,1.1202568620329423,8,0
568,875,2020-02-28,2,Australia,5,6,1.1202568620329423,8,0
569,876,2020-02-29,2,Australia,5,6,1.1202568620329423,0,0
570,877,2020-03-01,3,Australia,5,6,1.1202568620329423,0,0
571,878,2020-03-02,3,Australia,5,6,1.1202568620329423,0,0
572,879,2020-03-03,3,Australia,5,6,1.1202568620329423,0,0
573,880,2020-03-04,3,Australia,5,6,1.1202568620329423,0,0
574,881,2020-03-05,3,Australia,5,6,1.1202568620329423,0,0
