,Country/Region,Modified_Date,ConfirmedCases,Fatalities
185,Argentina,2020-01-30,0,0
186,Argentina,2020-01-31,0,0
187,Argentina,2020-02-01,0,0
188,Argentina,2020-02-02,0,0
189,Argentina,2020-02-03,0,0
190,Argentina,2020-02-04,0,0
191,Argentina,2020-02-05,0,0
192,Argentina,2020-02-06,0,0
193,Argentina,2020-02-07,0,0
194,Argentina,2020-02-08,0,0
195,Argentina,2020-02-09,0,0
196,Argentina,2020-02-10,0,0
197,Argentina,2020-02-11,0,0
198,Argentina,2020-02-12,0,0
199,Argentina,2020-02-13,0,0
200,Argentina,2020-02-14,0,0
201,Argentina,2020-02-15,0,0
202,Argentina,2020-02-16,0,0
203,Argentina,2020-02-17,0,0
204,Argentina,2020-02-18,0,0
205,Argentina,2020-02-19,0,0
206,Argentina,2020-02-20,0,0
207,Argentina,2020-02-21,0,0
208,Argentina,2020-02-22,0,0
209,Argentina,2020-02-23,0,0
210,Argentina,2020-02-24,0,0
211,Argentina,2020-02-25,0,0
212,Argentina,2020-02-26,0,0
213,Argentina,2020-02-27,0,0
214,Argentina,2020-02-28,0,0
215,Argentina,2020-02-29,0,0
216,Argentina,2020-03-01,0,0
217,Argentina,2020-03-02,0,0
218,Argentina,2020-03-03,1,0
219,Argentina,2020-03-04,1,0
220,Argentina,2020-03-05,1,0
221,Argentina,2020-03-06,2,0
222,Argentina,2020-03-07,8,0
223,Argentina,2020-03-08,12,1
224,Argentina,2020-03-09,12,1
225,Argentina,2020-03-10,17,1
226,Argentina,2020-03-11,19,1
227,Argentina,2020-03-12,19,1
228,Argentina,2020-03-13,31,2
229,Argentina,2020-03-14,34,2
230,Argentina,2020-03-15,45,2
231,Argentina,2020-03-16,56,2
232,Argentina,2020-03-17,68,2
233,Argentina,2020-03-18,79,2
234,Argentina,2020-03-19,97,3
235,Argentina,2020-03-20,128,3
236,Armenia,2020-01-22,0,0
237,Armenia,2020-01-23,0,0
238,Armenia,2020-01-24,0,0
239,Armenia,2020-01-25,0,0
240,Armenia,2020-01-26,0,0
241,Armenia,2020-01-27,0,0
242,Armenia,2020-01-28,0,0
243,Armenia,2020-01-29,0,0
244,Armenia,2020-01-30,0,0
245,Armenia,2020-01-31,0,0
246,Armenia,2020-02-01,0,0
247,Armenia,2020-02-02,0,0
248,Armenia,2020-02-03,0,0
249,Armenia,2020-02-04,0,0
250,Armenia,2020-02-05,0,0
251,Armenia,2020-02-06,0,0
252,Armenia,2020-02-07,0,0
253,Armenia,2020-02-08,0,0
254,Armenia,2020-02-09,0,0
255,Armenia,2020-02-10,0,0
256,Armenia,2020-02-11,0,0
257,Armenia,2020-02-12,0,0
258,Armenia,2020-02-13,0,0
259,Armenia,2020-02-14,0,0
260,Armenia,2020-02-15,0,0
261,Armenia,2020-02-16,0,0
262,Armenia,2020-02-17,0,0
263,Armenia,2020-02-18,0,0
264,Armenia,2020-02-19,0,0
265,Armenia,2020-02-20,0,0
266,Armenia,2020-02-21,0,0
267,Armenia,2020-02-22,0,0
268,Armenia,2020-02-23,0,0
269,Armenia,2020-02-24,0,0
270,Armenia,2020-02-25,0,0
271,Armenia,2020-02-26,0,0
272,Armenia,2020-02-27,0,0
273,Armenia,2020-02-28,0,0
274,Armenia,2020-02-29,0,0
275,Armenia,2020-03-01,1,0
276,Armenia,2020-03-02,1,0
277,Armenia,2020-03-03,1,0
278,Armenia,2020-03-04,1,0
279,Armenia,2020-03-05,1,0
280,Armenia,2020-03-06,1,0
281,Armenia,2020-03-07,1,0
282,Armenia,2020-03-08,1,0
283,Armenia,2020-03-09,1,0
284,Armenia,2020-03-10,1,0
285,Armenia,2020-03-11,1,0
286,Armenia,2020-03-12,4,0
287,Armenia,2020-03-13,8,0
288,Armenia,2020-03-14,18,0
289,Armenia,2020-03-15,26,0
290,Armenia,2020-03-16,52,0
291,Armenia,2020-03-17,78,0
292,Armenia,2020-03-18,84,0
293,Armenia,2020-03-19,115,0
294,Armenia,2020-03-20,136,0
295,Australia,2020-01-22,0,0
296,Australia,2020-01-23,0,0
297,Australia,2020-01-24,0,0
298,Australia,2020-01-25,0,0
299,Australia,2020-01-26,4,0
300,Australia,2020-01-27,5,0
301,Australia,2020-01-28,5,0
302,Australia,2020-01-29,6,0
303,Australia,2020-01-30,9,0
304,Australia,2020-01-31,9,0
305,Australia,2020-02-01,12,0
306,Australia,2020-02-02,12,0
307,Australia,2020-02-03,12,0
308,Australia,2020-02-04,13,0
309,Australia,2020-02-05,13,0
310,Australia,2020-02-06,14,0
311,Australia,2020-02-07,15,0
312,Australia,2020-02-08,15,0
313,Australia,2020-02-09,15,0
314,Australia,2020-02-10,15,0
315,Australia,2020-02-11,15,0
316,Australia,2020-02-12,15,0
317,Australia,2020-02-13,15,0
318,Australia,2020-02-14,15,0
319,Australia,2020-02-15,15,0
320,Australia,2020-02-16,15,0
321,Australia,2020-02-17,15,0
322,Australia,2020-02-18,15,0
323,Australia,2020-02-19,15,0
324,Australia,2020-02-20,15,0
325,Australia,2020-02-21,19,0
326,Australia,2020-02-22,22,0
327,Australia,2020-02-23,22,0
328,Australia,2020-02-24,22,0
329,Australia,2020-02-25,22,0
330,Australia,2020-02-26,22,0
331,Australia,2020-02-27,23,0
332,Australia,2020-02-28,23,0
333,Australia,2020-02-29,25,0
334,Australia,2020-03-01,27,1
335,Australia,2020-03-02,30,1
336,Australia,2020-03-03,39,1
337,Australia,2020-03-04,52,2
338,Australia,2020-03-05,55,2
339,Australia,2020-03-06,60,2
340,Australia,2020-03-07,63,2
341,Australia,2020-03-08,76,3
342,Australia,2020-03-09,91,3
343,Australia,2020-03-10,107,3
344,Australia,2020-03-11,128,3
345,Australia,2020-03-12,128,3
346,Australia,2020-03-13,200,3
347,Australia,2020-03-14,250,3
348,Australia,2020-03-15,297,3
349,Australia,2020-03-16,377,3
350,Australia,2020-03-17,452,5
351,Australia,2020-03-18,568,6
352,Australia,2020-03-19,681,6
353,Australia,2020-03-20,791,7
354,Austria,2020-01-22,0,0
355,Austria,2020-01-23,0,0
356,Austria,2020-01-24,0,0
357,Austria,2020-01-25,0,0
358,Austria,2020-01-26,0,0
359,Austria,2020-01-27,0,0
360,Austria,2020-01-28,0,0
361,Austria,2020-01-29,0,0
362,Austria,2020-01-30,0,0
363,Austria,2020-01-31,0,0
364,Austria,2020-02-01,0,0
365,Austria,2020-02-02,0,0
366,Austria,2020-02-03,0,0
367,Austria,2020-02-04,0,0
368,Austria,2020-02-05,0,0
369,Austria,2020-02-06,0,0
370,Austria,2020-02-07,0,0
371,Austria,2020-02-08,0,0
372,Austria,2020-02-09,0,0
373,Austria,2020-02-10,0,0
374,Austria,2020-02-11,0,0
375,Austria,2020-02-12,0,0
376,Austria,2020-02-13,0,0
377,Austria,2020-02-14,0,0
378,Austria,2020-02-15,0,0
379,Austria,2020-02-16,0,0
380,Austria,2020-02-17,0,0
381,Austria,2020-02-18,0,0
382,Austria,2020-02-19,0,0
383,Austria,2020-02-20,0,0
384,Austria,2020-02-21,0,0
385,Austria,2020-02-22,0,0
386,Austria,2020-02-23,0,0
387,Austria,2020-02-24,0,0
388,Austria,2020-02-25,2,0
389,Austria,2020-02-26,2,0
390,Austria,2020-02-27,3,0
391,Austria,2020-02-28,3,0
392,Austria,2020-02-29,9,0
393,Austria,2020-03-01,14,0
394,Austria,2020-03-02,18,0
395,Austria,2020-03-03,21,0
396,Austria,2020-03-04,29,0
397,Austria,2020-03-05,41,0
398,Austria,2020-03-06,55,0
399,Austria,2020-03-07,79,0
400,Austria,2020-03-08,104,0
401,Austria,2020-03-09,131,0
402,Austria,2020-03-10,182,0
403,Austria,2020-03-11,246,0
404,Austria,2020-03-12,302,1
405,Austria,2020-03-13,504,1
406,Austria,2020-03-14,655,1
407,Austria,2020-03-15,860,1
408,Austria,2020-03-16,1018,3
409,Austria,2020-03-17,1332,3
410,Austria,2020-03-18,1646,4
411,Austria,2020-03-19,2013,6
412,Austria,2020-03-20,2388,6
413,Azerbaijan,2020-01-22,0,0
414,Azerbaijan,2020-01-23,0,0
415,Azerbaijan,2020-01-24,0,0
416,Azerbaijan,2020-01-25,0,0
417,Azerbaijan,2020-01-26,0,0
418,Azerbaijan,2020-01-27,0,0
419,Azerbaijan,2020-01-28,0,0
420,Azerbaijan,2020-01-29,0,0
421,Azerbaijan,2020-01-30,0,0
422,Azerbaijan,2020-01-31,0,0
423,Azerbaijan,2020-02-01,0,0
424,Azerbaijan,2020-02-02,0,0
425,Azerbaijan,2020-02-03,0,0
426,Azerbaijan,2020-02-04,0,0
427,Azerbaijan,2020-02-05,0,0
428,Azerbaijan,2020-02-06,0,0
429,Azerbaijan,2020-02-07,0,0
430,Azerbaijan,2020-02-08,0,0
431,Azerbaijan,2020-02-09,0,0
432,Azerbaijan,2020-02-10,0,0
433,Azerbaijan,2020-02-11,0,0
434,Azerbaijan,2020-02-12,0,0
435,Azerbaijan,2020-02-13,0,0
436,Azerbaijan,2020-02-14,0,0
437,Azerbaijan,2020-02-15,0,0
438,Azerbaijan,2020-02-16,0,0
439,Azerbaijan,2020-02-17,0,0
440,Azerbaijan,2020-02-18,0,0
441,Azerbaijan,2020-02-19,0,0
442,Azerbaijan,2020-02-20,0,0
443,Azerbaijan,2020-02-21,0,0
444,Azerbaijan,2020-02-22,0,0
445,Azerbaijan,2020-02-23,0,0
446,Azerbaijan,2020-02-24,0,0
447,Azerbaijan,2020-02-25,0,0
448,Azerbaijan,2020-02-26,0,0
449,Azerbaijan,2020-02-27,0,0
450,Azerbaijan,2020-02-28,0,0
451,Azerbaijan,2020-02-29,0,0
452,Azerbaijan,2020-03-01,3,0
453,Azerbaijan,2020-03-02,3,0
454,Azerbaijan,2020-03-03,3,0
455,Azerbaijan,2020-03-04,3,0
456,Azerbaijan,2020-03-05,6,0
457,Azerbaijan,2020-03-06,6,0
458,Azerbaijan,2020-03-07,9,0
459,Azerbaijan,2020-03-08,9,0
460,Azerbaijan,2020-03-09,9,0
461,Azerbaijan,2020-03-10,11,0
462,Azerbaijan,2020-03-11,11,0
463,Azerbaijan,2020-03-12,11,0
464,Azerbaijan,2020-03-13,15,1
465,Azerbaijan,2020-03-14,15,1
466,Azerbaijan,2020-03-15,23,1
467,Azerbaijan,2020-03-16,15,1
468,Azerbaijan,2020-03-17,28,1
469,Azerbaijan,2020-03-18,28,1
470,Azerbaijan,2020-03-19,44,1
471,Azerbaijan,2020-03-20,44,1
472,Bahrain,2020-01-22,0,0
473,Bahrain,2020-01-23,0,0
474,Bahrain,2020-01-24,0,0
475,Bahrain,2020-01-25,0,0
476,Bahrain,2020-01-26,0,0
477,Bahrain,2020-01-27,0,0
478,Bahrain,2020-01-28,0,0
479,Bahrain,2020-01-29,0,0
480,Bahrain,2020-01-30,0,0
481,Bahrain,2020-01-31,0,0
482,Bahrain,2020-02-01,0,0
483,Bahrain,2020-02-02,0,0
484,Bahrain,2020-02-03,0,0
485,Bahrain,2020-02-04,0,0
486,Bahrain,2020-02-05,0,0
487,Bahrain,2020-02-06,0,0
488,Bahrain,2020-02-07,0,0
489,Bahrain,2020-02-08,0,0
490,Bahrain,2020-02-09,0,0
491,Bahrain,2020-02-10,0,0
492,Bahrain,2020-02-11,0,0
493,Bahrain,2020-02-12,0,0
494,Bahrain,2020-02-13,0,0
495,Bahrain,2020-02-14,0,0
496,Bahrain,2020-02-15,0,0
497,Bahrain,2020-02-16,0,0
498,Bahrain,2020-02-17,0,0
499,Bahrain,2020-02-18,0,0
500,Bahrain,2020-02-19,0,0
501,Bahrain,2020-02-20,0,0
502,Bahrain,2020-02-21,0,0
503,Bahrain,2020-02-22,0,0
504,Bahrain,2020-02-23,0,0
505,Bahrain,2020-02-24,1,0
506,Bahrain,2020-02-25,23,0
507,Bahrain,2020-02-26,33,0
508,Bahrain,2020-02-27,33,0
509,Bahrain,2020-02-28,36,0
510,Bahrain,2020-02-29,41,0
511,Bahrain,2020-03-01,47,0
512,Bahrain,2020-03-02,49,0
513,Bahrain,2020-03-03,49,0
514,Bahrain,2020-03-04,52,0
515,Bahrain,2020-03-05,55,0
516,Bahrain,2020-03-06,60,0
517,Bahrain,2020-03-07,85,0
518,Bahrain,2020-03-08,85,0
519,Bahrain,2020-03-09,95,0
520,Bahrain,2020-03-10,110,0
521,Bahrain,2020-03-11,195,0
522,Bahrain,2020-03-12,195,0
523,Bahrain,2020-03-13,189,0
524,Bahrain,2020-03-14,210,0
525,Bahrain,2020-03-15,214,0
526,Bahrain,2020-03-16,214,1
527,Bahrain,2020-03-17,228,1
528,Bahrain,2020-03-18,256,1
529,Bahrain,2020-03-19,278,1
530,Bahrain,2020-03-20,285,1
531,Bangladesh,2020-01-22,0,0
532,Bangladesh,2020-01-23,0,0
533,Bangladesh,2020-01-24,0,0
534,Bangladesh,2020-01-25,0,0
535,Bangladesh,2020-01-26,0,0
536,Bangladesh,2020-01-27,0,0
537,Bangladesh,2020-01-28,0,0
538,Bangladesh,2020-01-29,0,0
539,Bangladesh,2020-01-30,0,0
540,Bangladesh,2020-01-31,0,0
541,Bangladesh,2020-02-01,0,0
542,Bangladesh,2020-02-02,0,0
543,Bangladesh,2020-02-03,0,0
544,Bangladesh,2020-02-04,0,0
545,Bangladesh,2020-02-05,0,0
546,Bangladesh,2020-02-06,0,0
547,Bangladesh,2020-02-07,0,0
548,Bangladesh,2020-02-08,0,0
549,Bangladesh,2020-02-09,0,0
550,Bangladesh,2020-02-10,0,0
551,Bangladesh,2020-02-11,0,0
552,Bangladesh,2020-02-12,0,0
553,Bangladesh,2020-02-13,0,0
554,Bangladesh,2020-02-14,0,0
555,Bangladesh,2020-02-15,0,0
556,Bangladesh,2020-02-16,0,0
557,Bangladesh,2020-02-17,0,0
558,Bangladesh,2020-02-18,0,0
559,Bangladesh,2020-02-19,0,0
560,Bangladesh,2020-02-20,0,0
561,Bangladesh,2020-02-21,0,0
562,Bangladesh,2020-02-22,0,0
563,Bangladesh,2020-02-23,0,0
564,Bangladesh,2020-02-24,0,0
565,Bangladesh,2020-02-25,0,0
566,Bangladesh,2020-02-26,0,0
567,Bangladesh,2020-02-27,0,0
568,Bangladesh,2020-02-28,0,0
569,Bangladesh,2020-02-29,0,0
570,Bangladesh,2020-03-01,0,0
571,Bangladesh,2020-03-02,0,0
572,Bangladesh,2020-03-03,0,0
573,Bangladesh,2020-03-04,0,0
574,Bangladesh,2020-03-05,0,0
575,Bangladesh,2020-03-06,0,0
576,Bangladesh,2020-03-07,0,0
577,Bangladesh,2020-03-08,3,0
578,Bangladesh,2020-03-09,3,0
579,Bangladesh,2020-03-10,3,0
580,Bangladesh,2020-03-11,3,0
581,Bangladesh,2020-03-12,3,0
582,Bangladesh,2020-03-13,3,0
583,Bangladesh,2020-03-14,3,0
584,Bangladesh,2020-03-15,5,0
585,Bangladesh,2020-03-16,8,0
586,Bangladesh,2020-03-17,10,0
587,Bangladesh,2020-03-18,14,1
588,Bangladesh,2020-03-19,17,1
589,Bangladesh,2020-03-20,20,1
590,Belarus,2020-01-22,0,0
591,Belarus,2020-01-23,0,0
592,Belarus,2020-01-24,0,0
593,Belarus,2020-01-25,0,0
594,Belarus,2020-01-26,0,0
595,Belarus,2020-01-27,0,0
596,Belarus,2020-01-28,0,0
597,Belarus,2020-01-29,0,0
598,Belarus,2020-01-30,0,0
599,Belarus,2020-01-31,0,0
600,Belarus,2020-02-01,0,0
601,Belarus,2020-02-02,0,0
602,Belarus,2020-02-03,0,0
603,Belarus,2020-02-04,0,0
604,Belarus,2020-02-05,0,0
605,Belarus,2020-02-06,0,0
606,Belarus,2020-02-07,0,0
607,Belarus,2020-02-08,0,0
608,Belarus,2020-02-09,0,0
609,Belarus,2020-02-10,0,0
610,Belarus,2020-02-11,0,0
611,Belarus,2020-02-12,0,0
612,Belarus,2020-02-13,0,0
613,Belarus,2020-02-14,0,0
614,Belarus,2020-02-15,0,0
615,Belarus,2020-02-16,0,0
616,Belarus,2020-02-17,0,0
617,Belarus,2020-02-18,0,0
618,Belarus,2020-02-19,0,0
619,Belarus,2020-02-20,0,0
620,Belarus,2020-02-21,0,0
621,Belarus,2020-02-22,0,0
622,Belarus,2020-02-23,0,0
623,Belarus,2020-02-24,0,0
624,Belarus,2020-02-25,0,0
625,Belarus,2020-02-26,0,0
626,Belarus,2020-02-27,0,0
627,Belarus,2020-02-28,1,0
628,Belarus,2020-02-29,1,0
629,Belarus,2020-03-01,1,0
630,Belarus,2020-03-02,1,0
631,Belarus,2020-03-03,1,0
632,Belarus,2020-03-04,6,0
633,Belarus,2020-03-05,6,0
634,Belarus,2020-03-06,6,0
635,Belarus,2020-03-07,6,0
636,Belarus,2020-03-08,6,0
637,Belarus,2020-03-09,6,0
638,Belarus,2020-03-10,9,0
639,Belarus,2020-03-11,9,0
640,Belarus,2020-03-12,12,0
641,Belarus,2020-03-13,27,0
642,Belarus,2020-03-14,27,0
643,Belarus,2020-03-15,27,0
644,Belarus,2020-03-16,36,0
645,Belarus,2020-03-17,36,0
646,Belarus,2020-03-18,51,0
647,Belarus,2020-03-19,51,0
648,Belarus,2020-03-20,69,0
649,Belgium,2020-01-22,0,0
650,Belgium,2020-01-23,0,0
651,Belgium,2020-01-24,0,0
652,Belgium,2020-01-25,0,0
653,Belgium,2020-01-26,0,0
654,Belgium,2020-01-27,0,0
655,Belgium,2020-01-28,0,0
656,Belgium,2020-01-29,0,0
657,Belgium,2020-01-30,0,0
658,Belgium,2020-01-31,0,0
659,Belgium,2020-02-01,0,0
660,Belgium,2020-02-02,0,0
661,Belgium,2020-02-03,0,0
662,Belgium,2020-02-04,1,0
663,Belgium,2020-02-05,1,0
664,Belgium,2020-02-06,1,0
665,Belgium,2020-02-07,1,0
666,Belgium,2020-02-08,1,0
667,Belgium,2020-02-09,1,0
668,Belgium,2020-02-10,1,0
669,Belgium,2020-02-11,1,0
670,Belgium,2020-02-12,1,0
671,Belgium,2020-02-13,1,0
672,Belgium,2020-02-14,1,0
673,Belgium,2020-02-15,1,0
674,Belgium,2020-02-16,1,0
675,Belgium,2020-02-17,1,0
676,Belgium,2020-02-18,1,0
677,Belgium,2020-02-19,1,0
678,Belgium,2020-02-20,1,0
679,Belgium,2020-02-21,1,0
680,Belgium,2020-02-22,1,0
681,Belgium,2020-02-23,1,0
682,Belgium,2020-02-24,1,0
683,Belgium,2020-02-25,1,0
684,Belgium,2020-02-26,1,0
685,Belgium,2020-02-27,1,0
686,Belgium,2020-02-28,1,0
687,Belgium,2020-02-29,1,0
688,Belgium,2020-03-01,2,0
689,Belgium,2020-03-02,8,0
690,Belgium,2020-03-03,13,0
691,Belgium,2020-03-04,23,0
692,Belgium,2020-03-05,50,0
693,Belgium,2020-03-06,109,0
694,Belgium,2020-03-07,169,0
695,Belgium,2020-03-08,200,0
696,Belgium,2020-03-09,239,0
697,Belgium,2020-03-10,267,0
698,Belgium,2020-03-11,314,3
699,Belgium,2020-03-12,314,3
700,Belgium,2020-03-13,559,3
701,Belgium,2020-03-14,689,4
702,Belgium,2020-03-15,886,4
703,Belgium,2020-03-16,1058,5
704,Belgium,2020-03-17,1243,10
705,Belgium,2020-03-18,1486,14
706,Belgium,2020-03-19,1795,21
707,Belgium,2020-03-20,2257,37
708,Benin,2020-01-22,0,0
709,Benin,2020-01-23,0,0
710,Benin,2020-01-24,0,0
711,Benin,2020-01-25,0,0
712,Benin,2020-01-26,0,0
713,Benin,2020-01-27,0,0
714,Benin,2020-01-28,0,0
715,Benin,2020-01-29,0,0
716,Benin,2020-01-30,0,0
717,Benin,2020-01-31,0,0
718,Benin,2020-02-01,0,0
719,Benin,2020-02-02,0,0
720,Benin,2020-02-03,0,0
721,Benin,2020-02-04,0,0
722,Benin,2020-02-05,0,0
723,Benin,2020-02-06,0,0
724,Benin,2020-02-07,0,0
725,Benin,2020-02-08,0,0
726,Benin,2020-02-09,0,0
727,Benin,2020-02-10,0,0
728,Benin,2020-02-11,0,0
729,Benin,2020-02-12,0,0
730,Benin,2020-02-13,0,0
731,Benin,2020-02-14,0,0
732,Benin,2020-02-15,0,0
733,Benin,2020-02-16,0,0
734,Benin,2020-02-17,0,0
735,Benin,2020-02-18,0,0
736,Benin,2020-02-19,0,0
737,Benin,2020-02-20,0,0
738,Benin,2020-02-21,0,0
739,Benin,2020-02-22,0,0
740,Benin,2020-02-23,0,0
741,Benin,2020-02-24,0,0
742,Benin,2020-02-25,0,0
743,Benin,2020-02-26,0,0
744,Benin,2020-02-27,0,0
745,Benin,2020-02-28,0,0
746,Benin,2020-02-29,0,0
747,Benin,2020-03-01,0,0
748,Benin,2020-03-02,0,0
749,Benin,2020-03-03,0,0
750,Benin,2020-03-04,0,0
751,Benin,2020-03-05,0,0
752,Benin,2020-03-06,0,0
753,Benin,2020-03-07,0,0
754,Benin,2020-03-08,0,0
755,Benin,2020-03-09,0,0
756,Benin,2020-03-10,0,0
757,Benin,2020-03-11,0,0
758,Benin,2020-03-12,0,0
759,Benin,2020-03-13,0,0
